         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT     GHB_NORTH_IN    GHB_NORTH_OUT     GHB_SOUTH_IN    GHB_SOUTH_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
2012-03-16T12:00:00    27     2           15.5          821.0       2071.49055        881.39755              0.0              0.0              0.0        392.02220              0.0       1409.47746        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.8667167E-9  1.4412467E-10
2012-04-01T00:00:00    28     1           15.0          836.0       2173.08753        841.51904              0.0              0.0              0.0        467.90072              0.0       1475.07444        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.5743142E-9  1.2836494E-10
2012-04-16T00:00:00    28     2           15.0          851.0       2134.82280        808.20286              0.0              0.0              0.0        466.26941              0.0       1471.75719        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.6748133E-9  1.3381305E-10
2012-05-01T00:00:00    29     1           15.5          866.5       2978.00873              0.0              0.0              0.0              0.0        662.91059              0.0       1641.61735        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   3.5965968E-9  1.0017700E-10
2012-05-16T12:00:00    29     2           15.5          882.0       2968.00911              0.0              0.0              0.0              0.0        659.93501              0.0       1634.59331        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   3.6857273E-9  1.0294630E-10
2012-06-01T00:00:00    30     1           15.0          897.0       4441.11469              0.0              0.0              0.0              0.0        916.94454              0.0       1853.61138        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   6.2036634E-9  1.2443405E-10
2012-06-16T00:00:00    30     2           15.0          912.0       4427.08080              0.0              0.0              0.0              0.0        912.70674              0.0       1843.81529        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   5.8098522E-9  1.1686389E-10
2012-07-01T00:00:00    31     1           15.5          927.5       4928.48501              0.0              0.0              0.0              0.0       1184.62199              0.0       2073.30424        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   4.0226951E-9  7.3502433E-11
2012-07-16T12:00:00    31     2           15.5          943.0       4912.09848              0.0              0.0              0.0              0.0       1179.33569              0.0       2062.20402        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   4.8594302E-9  8.9057857E-11
2012-08-01T00:00:00    32     1           15.5          958.5       5263.35087              0.0              0.0              0.0              0.0       1372.58757              0.0       2220.20452        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   1.5807018E-9  2.7217162E-11
2012-08-16T12:00:00    32     2           15.5          974.0       5245.65777              0.0              0.0              0.0              0.0       1366.66011              0.0       2208.43889        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   3.5561243E-9  6.1417892E-11
